"","Partner","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","Contract","MonthlyCharges","TotalCharges","Churn"
"1130","No",47,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",86.05,3865.6,"No"
"1131","Yes",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.15,515.75,"No"
"1132","Yes",14,"Yes","Yes","DSL","Yes","No","No","No","Month-to-month",64.7,941,"Yes"
"1133","Yes",11,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Month-to-month",104.05,1133.65,"Yes"
"1134","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.25,48.35,"No"
"1135","Yes",26,"Yes","No","Fiber optic","Yes","Yes","No","No","Month-to-month",81.95,2070.05,"No"
"1136","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Two year",114.65,8333.95,"No"
"1137","Yes",63,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20,1209.25,"No"
"1138","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.8,1396.25,"No"
"1139","Yes",11,"Yes","Yes","DSL","Yes","No","No","No","Month-to-month",65.15,723.35,"No"
"1140","Yes",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.65,228.65,"No"
"1141","No",13,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",88.95,1161.75,"No"
"1142","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.2,98.35,"No"
"1143","Yes",11,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",75.2,775.3,"No"
"1144","Yes",18,"Yes","Yes","DSL","No","Yes","No","No","Month-to-month",56.8,1074.65,"No"
"1145","No",1,"No","No phone service","DSL","No","No","No","No","Month-to-month",35.55,35.55,"Yes"
"1146","Yes",32,"Yes","No","Fiber optic","Yes","No","No","No","Month-to-month",75.5,2324.7,"No"
"1147","No",29,"No","No phone service","DSL","Yes","No","No","Yes","One year",35.6,1072.6,"No"
"1148","No",3,"Yes","Yes","DSL","No","No","No","No","Month-to-month",60.25,170.5,"No"
"1149","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",95.15,196.9,"Yes"
"1150","Yes",13,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",96.65,1162.85,"Yes"
"1151","No",41,"No","No phone service","DSL","No","Yes","No","No","Month-to-month",40.35,1677.85,"No"
"1152","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",18.85,18.85,"No"
"1153","No",7,"Yes","No","DSL","No","No","No","No","Month-to-month",54.85,370.4,"No"
"1154","Yes",52,"Yes","No","DSL","Yes","No","Yes","No","One year",64.3,3410.6,"No"
"1155","Yes",45,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.65,1138.8,"No"
"1156","Yes",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Two year",76.1,5264.25,"No"
"1157","No",53,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",18.7,1005.7,"No"
"1158","Yes",62,"Yes","Yes","Fiber optic","No","Yes","Yes","No","One year",97.95,5936.55,"No"
"1159","Yes",60,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Month-to-month",94.1,5475.9,"No"
"1160","Yes",3,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",80.4,224.05,"Yes"
"1161","Yes",23,"Yes","No","Fiber optic","Yes","No","No","No","Month-to-month",95.1,2326.05,"No"
"1162","No",1,"No","No phone service","DSL","No","Yes","No","No","Month-to-month",31.35,31.35,"Yes"
"1163","No",67,"Yes","No","DSL","Yes","No","Yes","Yes","One year",72.35,4991.5,"No"
"1164","No",12,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",89.75,1052.4,"Yes"
"1165","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",82.7,5831.2,"No"
"1166","No",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.9,510.8,"No"
"1167","No",5,"Yes","Yes","DSL","Yes","No","No","No","Month-to-month",53.8,283.95,"No"
"1168","No",26,"Yes","Yes","DSL","No","No","No","No","One year",51.55,1295.4,"No"
"1169","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.65,19.65,"No"
"1170","No",70,"No","No phone service","DSL","No","Yes","Yes","No","One year",44.05,3011.65,"No"
"1171","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Two year",114,8093.15,"No"
"1172","Yes",60,"Yes","No","Fiber optic","No","Yes","No","No","One year",94.4,5610.25,"Yes"
"1173","Yes",32,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",100.4,3217.65,"No"
"1174","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.85,19.85,"Yes"
"1175","No",14,"Yes","Yes","DSL","No","Yes","No","No","One year",54.25,773.2,"No"
"1176","No",13,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",80,1029.35,"No"
"1177","No",6,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Month-to-month",109.9,669.45,"Yes"
"1178","No",46,"Yes","Yes","DSL","Yes","No","Yes","No","Two year",79.2,3593.8,"No"
"1179","No",15,"Yes","No","Fiber optic","No","No","Yes","Yes","Month-to-month",101.35,1553.95,"Yes"
"1180","Yes",43,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Month-to-month",94.3,3953.15,"No"
"1181","No",39,"Yes","No","DSL","No","No","No","Yes","Two year",49.8,1971.15,"No"
"1182","No",21,"Yes","No","DSL","No","No","Yes","No","Month-to-month",60.05,1236.15,"Yes"
"1183","No",57,"No","No phone service","DSL","Yes","No","Yes","No","Month-to-month",53.75,3196,"No"
"1184","Yes",53,"Yes","No","Fiber optic","No","No","No","Yes","One year",93.45,4872.2,"No"
"1185","Yes",18,"Yes","No","Fiber optic","Yes","No","Yes","No","Month-to-month",87.9,1500.5,"No"
"1186","No",1,"Yes","Yes","DSL","No","No","No","No","Month-to-month",60.15,60.15,"Yes"
"1187","Yes",58,"Yes","Yes","DSL","Yes","No","No","Yes","One year",61.05,3478.75,"No"
"1188","No",71,"Yes","Yes","Fiber optic","No","No","Yes","No","Two year",104.05,7413.55,"No"
"1189","No",35,"Yes","No","Fiber optic","No","No","Yes","Yes","One year",99.25,3532,"No"
"1190","No",3,"Yes","No","Fiber optic","No","No","Yes","No","Month-to-month",85.7,256.75,"No"
"1191","No",38,"Yes","Yes","Fiber optic","Yes","Yes","No","No","One year",104.85,3887.25,"No"
"1192","Yes",35,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Two year",69.15,2490.15,"No"
"1193","No",7,"Yes","Yes","Fiber optic","No","No","Yes","No","Month-to-month",90.45,593.45,"Yes"
"1194","No",47,"Yes","No","DSL","No","No","Yes","Yes","Two year",74.45,3510.3,"No"
"1195","No",14,"Yes","No","DSL","No","Yes","No","No","Month-to-month",50.45,765.45,"No"
"1196","Yes",20,"Yes","No","DSL","No","Yes","No","No","Month-to-month",60,1259.35,"No"
"1197","Yes",66,"Yes","Yes","DSL","Yes","Yes","No","Yes","Two year",85.25,5538.35,"No"
"1198","Yes",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.45,340.85,"No"
"1199","No",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.75,844.45,"No"
"1200","Yes",17,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",78.9,1348.95,"No"
"1201","No",37,"Yes","Yes","Fiber optic","No","Yes","No","Yes","One year",104.5,3778,"No"
"1202","No",12,"Yes","No","DSL","No","Yes","No","No","Month-to-month",49.4,611.65,"No"
"1203","Yes",53,"Yes","No","Fiber optic","No","Yes","No","No","One year",94.25,4867.95,"Yes"
"1204","No",60,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",25,1505.05,"No"
"1205","Yes",18,"No","No phone service","DSL","No","No","No","No","Month-to-month",25.55,467.85,"No"
"1206","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",74.9,74.9,"Yes"
"1207","No",3,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",70.15,194.2,"No"
"1208","No",9,"Yes","No","DSL","No","No","No","Yes","Month-to-month",69.4,571.45,"No"
"1209","No",1,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",80.25,80.25,"Yes"
"1210","Yes",56,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","One year",93.15,5253.95,"No"
"1211","Yes",17,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69,1149.65,"Yes"
"1212","Yes",11,"Yes","Yes","DSL","No","No","No","Yes","Month-to-month",66.35,740.8,"Yes"
"1213","No",7,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",69.55,521.35,"No"
"1214","Yes",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.2,1412.65,"No"
"1215","No",19,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",86,1532.45,"Yes"
"1216","Yes",3,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",80.3,250.05,"Yes"
"1217","Yes",54,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.4,1090.6,"No"
"1218","Yes",62,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","One year",23.75,1446.8,"No"
"1219","No",24,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",90.55,2282.55,"Yes"
"1220","Yes",62,"Yes","Yes","DSL","No","No","No","No","Month-to-month",70.45,4300.45,"No"
"1221","No",17,"Yes","Yes","DSL","Yes","No","No","No","Month-to-month",65.75,1111.2,"No"
"1222","No",9,"No","No phone service","DSL","No","No","No","No","Month-to-month",24.6,190.1,"No"
"1223","Yes",64,"Yes","No","DSL","Yes","No","Yes","Yes","Two year",69.25,4447.75,"No"
"1224","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",75.9,143.35,"Yes"
"1225","Yes",1,"Yes","No","DSL","No","No","No","No","Month-to-month",45.85,45.85,"Yes"
"1226","Yes",16,"No","No phone service","DSL","No","No","No","Yes","Month-to-month",49.95,810.2,"Yes"
"1227","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.65,1830.05,"No"
"1228","No",30,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","One year",90.4,2820.65,"No"
"1229","Yes",49,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",100.85,4847.35,"No"
"1230","Yes",61,"Yes","Yes","DSL","Yes","No","Yes","Yes","Two year",75.35,4729.3,"No"
"1231","Yes",47,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",87.2,4017.45,"No"
"1232","No",20,"Yes","No","DSL","Yes","No","Yes","No","Month-to-month",64.4,1398.6,"No"
"1233","Yes",34,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",78.3,2564.3,"Yes"
"1234","Yes",70,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.7,1685.9,"No"
"1235","No",54,"Yes","No","Fiber optic","Yes","Yes","No","Yes","One year",105.85,5826.65,"No"
"1236","Yes",61,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","One year",98.3,6066.55,"No"
"1237","No",3,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",76.95,228.4,"Yes"
"1238","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.45,270.2,"No"
"1239","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Month-to-month",96.15,1529.2,"Yes"
"1240","Yes",3,"Yes","No","DSL","No","Yes","No","No","Month-to-month",58.7,168.6,"No"
"1241","No",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",20.15,536.35,"No"
"1242","No",30,"Yes","Yes","DSL","Yes","No","No","No","Month-to-month",64.5,1888.45,"No"
"1243","Yes",21,"No","No phone service","DSL","Yes","No","No","No","Month-to-month",28.5,629.35,"No"
"1244","No",1,"Yes","No","DSL","No","No","No","No","Month-to-month",45.3,45.3,"Yes"
"1245","No",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.4,289.3,"Yes"
"1246","Yes",23,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",90.45,2117.25,"No"
"1247","Yes",45,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Month-to-month",105.15,4730.9,"No"
"1248","Yes",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","One year",83.15,2033.05,"No"
"1249","No",11,"Yes","Yes","Fiber optic","No","No","No","Yes","Month-to-month",90.15,987.95,"Yes"
"1250","No",1,"Yes","No","DSL","No","No","No","No","Month-to-month",45.05,45.05,"Yes"
"1251","Yes",56,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Two year",103.2,5744.35,"No"
"1252","No",1,"Yes","No","Fiber optic","No","Yes","No","No","Month-to-month",75.8,75.8,"Yes"
"1253","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.45,19.45,"No"
"1254","No",7,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",79.3,523.15,"Yes"
"1255","Yes",55,"Yes","No","Fiber optic","No","No","Yes","Yes","Two year",88.8,4805.3,"No"
"1256","No",2,"No","No phone service","DSL","No","No","No","Yes","Month-to-month",30.9,59.05,"Yes"
"1257","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Two year",85.9,6110.75,"No"
"1258","No",45,"No","No phone service","DSL","No","No","No","No","One year",34.2,1596.6,"No"
"1259","No",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.15,1046.2,"No"
"1260","No",46,"Yes","No","Fiber optic","No","Yes","No","No","One year",95.25,4424.2,"Yes"
"1261","No",2,"Yes","No","DSL","No","Yes","No","No","Month-to-month",50.3,92.75,"No"
"1262","Yes",2,"Yes","No","Fiber optic","Yes","No","No","Yes","Month-to-month",80.15,194.55,"No"
"1263","Yes",12,"Yes","No","DSL","No","Yes","No","No","Month-to-month",51.25,612.1,"No"
"1264","Yes",68,"Yes","Yes","Fiber optic","No","Yes","No","No","Month-to-month",89.6,6127.6,"Yes"
"1265","Yes",69,"Yes","No","Fiber optic","No","No","No","Yes","Two year",95.2,6671.7,"No"
"1266","No",56,"Yes","No","Fiber optic","Yes","No","No","No","One year",94.8,5264.3,"No"
"1267","No",4,"Yes","Yes","Fiber optic","Yes","No","No","No","Month-to-month",80.25,303.7,"No"
"1268","Yes",64,"Yes","Yes","DSL","No","Yes","Yes","Yes","Two year",76.1,4818.8,"No"
"1269","Yes",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","One year",110.15,6448.05,"Yes"
"1270","Yes",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Two year",115.55,7159.05,"No"
"1271","Yes",63,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","Two year",24.65,1574.5,"No"
"1272","No",53,"No","No phone service","DSL","Yes","Yes","Yes","Yes","One year",53.6,2879.2,"No"
"1273","Yes",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month",19.45,86.05,"No"
"1274","Yes",49,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Month-to-month",88.2,4159.45,"No"
"1275","Yes",62,"Yes","Yes","Fiber optic","Yes","No","No","No","Two year",101.15,6638.35,"No"
"1276","Yes",55,"Yes","No","DSL","Yes","Yes","No","Yes","Two year",56.8,3112.05,"No"
"1277","Yes",71,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Two year",99.4,7168.25,"No"
"1278","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",20.1,1326.25,"No"
"1279","Yes",36,"No","No phone service","DSL","Yes","No","Yes","Yes","One year",60.7,2234.55,"No"
"1280","Yes",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",20.95,495.15,"No"
"1281","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Two year",114.85,8317.95,"No"
"1282","No",36,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","One year",19.25,679.8,"No"
"1283","No",1,"Yes","No","DSL","No","No","No","No","Month-to-month",62.8,62.8,"No"
"1284","Yes",72,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Two year",105.5,7544,"No"
"1285","Yes",59,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.85,1188.25,"No"
"1286","Yes",7,"Yes","No","Fiber optic","No","No","No","No","Month-to-month",89.5,676.7,"Yes"
"1287","No",1,"Yes","No","DSL","No","No","Yes","Yes","One year",74.1,74.1,"No"
"1288","Yes",30,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Month-to-month",107.5,3242.5,"No"
"1289","No",64,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","Two year",19.55,1240.15,"No"
"1290","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","One year",68.8,4111.35,"No"
"1291","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Two year",84.45,5899.85,"No"
"1292","Yes",8,"Yes","No","Fiber optic","Yes","No","No","No","Month-to-month",75,632.95,"Yes"
"1293","No",62,"Yes","Yes","DSL","No","Yes","Yes","Yes","Two year",84.5,5193.2,"No"
