Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence
0,432,16,10,64,1,1,2,1,0,0,0,0,0,0,0
0,329,2,8,42,3,0,1,1,0,0,0,0,0,0,0
1,188,14,1,14,0,0,1,0,0,0,1,0,0,0,0
1,281,12,2,14,1,0,0,0,0,0,1,1,0,0,0
1,392,16,10,66,4,0,1,1,3,0,0,0,0,0,0
1,105,12,2,14,1,0,0,0,0,0,0,1,0,0,0
1,273,16,1,16,0,0,0,0,1,1,0,0,0,0,1
0,451,14,11,46,2,1,4,2,0,0,3,0,0,1,0
1,266,14,1,14,0,0,1,0,0,0,0,0,0,0,1
0,319,16,7,56,3,0,1,0,0,0,1,0,1,0,0
1,152,4,10,30,1,1,1,1,0,0,0,0,0,0,0
1,63,32,1,32,1,0,0,0,0,0,0,0,0,0,0
0,403,14,8,60,4,0,2,1,1,0,0,0,0,0,0
1,46,6,2,14,1,0,0,0,0,0,0,0,0,0,0
1,291,2,3,18,0,0,1,0,0,0,0,0,0,0,0
1,71,34,2,40,1,0,0,1,0,0,0,0,0,0,0
1,303,10,11,58,2,1,2,1,0,2,0,0,0,0,0
1,442,14,10,40,0,3,3,1,0,0,1,0,0,0,0
0,44,22,2,26,1,0,0,1,0,0,0,0,0,0,0
1,67,4,3,10,0,0,0,0,0,0,0,0,0,0,0
1,195,6,2,10,0,0,0,0,0,0,0,0,0,0,0
0,151,34,10,66,1,1,3,0,1,0,0,0,0,0,0
0,251,14,1,14,0,0,0,0,0,0,0,0,0,0,0
0,263,14,3,24,1,0,1,1,0,0,0,0,0,0,0
1,291,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,181,8,2,14,0,1,0,0,0,0,0,0,0,0,0
1,126,8,3,18,0,0,1,0,0,0,1,0,0,0,0
1,116,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,150,30,1,30,0,0,1,0,0,1,0,0,0,0,0
1,265,14,1,14,0,0,0,0,0,1,0,0,0,0,0
1,298,12,3,20,0,0,0,0,1,0,1,0,0,0,0
0,212,10,1,10,0,0,0,0,0,0,1,0,0,0,0
1,284,22,2,28,1,0,1,0,0,0,0,0,0,0,0
1,200,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1,257,16,8,46,2,0,2,2,0,0,0,0,0,1,0
1,105,4,2,12,0,0,0,0,0,0,0,0,0,0,0
0,274,2,1,2,0,0,0,0,0,0,0,0,0,0,0
0,190,6,2,14,0,0,1,0,0,0,1,0,0,0,0
1,222,18,2,24,0,0,0,0,0,1,1,0,0,0,0
1,358,6,7,40,2,1,1,0,0,1,3,0,1,0,0
1,134,16,1,16,0,0,0,0,0,0,0,1,0,0,0
1,300,12,2,14,0,0,0,0,0,0,0,0,0,0,0
1,269,8,2,10,0,0,0,0,0,0,2,0,0,0,0
1,131,2,4,16,0,0,1,0,0,0,0,0,0,0,0
0,48,14,1,14,0,0,0,0,0,0,0,0,0,0,0
1,136,10,2,16,1,0,0,0,0,0,0,0,0,0,1
1,366,8,12,48,2,1,0,2,0,0,1,0,1,0,0
1,388,8,11,32,1,1,1,2,0,0,2,0,0,0,0
1,224,2,2,10,0,0,0,0,0,0,2,0,0,0,0
0,133,34,1,34,0,0,1,0,0,0,0,0,0,0,0
1,271,2,2,4,0,0,0,0,0,0,0,0,0,0,0
0,190,8,2,14,1,0,0,0,0,0,1,0,0,0,0
0,181,16,2,18,0,1,0,0,0,0,0,0,0,0,0
1,243,6,1,6,0,0,0,0,0,1,0,0,0,0,0
1,57,2,3,14,0,0,0,0,1,1,0,2,0,0,0
0,299,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,343,14,3,24,0,0,0,1,1,1,0,0,0,0,0
0,203,2,1,2,0,0,0,0,0,2,0,0,0,0,0
1,232,14,5,28,2,0,1,0,0,0,0,0,0,0,0
1,166,16,9,44,3,0,3,1,0,0,1,0,0,0,0
1,170,14,2,22,1,1,0,0,0,0,1,0,0,0,0
1,142,16,3,30,0,0,1,2,0,0,0,0,0,0,0
0,258,30,2,36,1,0,1,0,0,0,2,0,0,0,0
1,153,4,1,4,0,0,0,0,0,1,0,0,0,0,0
1,194,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,135,10,2,14,0,0,0,0,1,0,1,0,0,0,0
1,274,2,2,8,0,0,0,0,0,1,0,0,0,0,1
1,273,16,12,84,1,2,7,0,0,1,0,0,0,0,0
1,205,12,1,12,0,0,0,0,0,1,0,0,0,0,0
1,135,6,9,34,0,1,4,1,0,1,1,0,0,0,0
1,325,14,2,20,0,0,1,0,0,0,0,0,0,0,0
1,119,32,2,36,1,0,1,0,0,0,0,0,0,0,0
1,288,26,2,32,0,2,0,0,0,0,0,0,0,0,0
1,279,8,2,14,1,0,0,0,0,2,0,0,0,0,0
1,120,6,1,6,0,0,0,0,0,0,1,1,0,0,0
1,51,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,274,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,421,12,10,66,1,1,4,1,1,0,2,0,0,0,0
1,183,14,2,22,0,0,0,1,0,0,0,0,0,0,1
1,347,4,7,40,1,1,2,1,0,0,0,0,1,0,0
1,179,20,5,38,2,1,2,0,0,0,0,0,0,0,0
1,309,14,8,30,3,0,2,1,1,0,0,1,0,0,0
1,26,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,417,16,12,52,6,1,1,1,0,0,2,0,0,0,0
0,230,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,363,14,5,38,0,0,2,0,1,0,2,0,0,0,0
1,326,20,2,24,0,0,1,0,0,0,1,0,0,0,0
1,249,4,2,10,0,0,0,0,0,2,1,0,0,0,0
0,293,34,2,38,0,1,1,0,0,0,0,0,0,0,0
1,237,2,1,2,0,0,0,0,0,2,0,0,0,0,0
0,143,16,1,16,1,0,0,0,0,0,0,0,0,0,0
0,176,12,1,12,0,0,0,0,0,0,1,0,0,0,0
0,392,2,9,32,2,0,1,0,0,0,0,0,0,0,0
1,227,14,2,20,1,0,1,0,0,1,0,0,0,0,1
0,105,10,1,10,0,0,0,0,0,1,0,1,0,0,1
1,215,12,1,12,0,0,0,0,0,1,0,0,0,0,0
1,228,12,5,34,1,0,0,0,1,1,0,0,0,0,1
1,155,16,1,16,1,0,0,0,0,0,0,0,0,0,1
1,408,16,9,52,3,1,0,3,0,0,1,0,0,0,0
1,27,30,1,30,0,0,0,1,0,0,0,0,0,0,0
1,201,32,2,36,0,1,1,0,0,0,0,0,0,0,0
1,215,4,1,4,0,0,0,0,0,0,0,0,0,0,1
1,147,10,8,32,2,0,2,0,0,0,0,0,0,0,0
1,178,8,4,22,1,1,0,0,0,0,0,0,0,0,0
1,298,32,2,34,0,1,0,0,0,0,1,0,0,0,1
1,256,10,4,18,0,0,0,0,0,0,0,0,0,0,1
0,294,18,1,18,1,0,0,0,0,0,0,0,0,0,0
0,298,6,3,20,1,0,0,0,0,0,1,0,0,0,0
1,347,24,12,84,3,2,2,1,1,0,0,0,0,0,0
0,158,2,2,8,0,0,0,0,0,0,0,0,0,0,0
1,31,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,311,30,12,66,2,0,3,0,2,0,1,0,0,0,0
0,419,14,8,56,1,2,0,1,0,0,2,0,0,1,0
1,292,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,367,26,7,50,0,0,4,1,1,0,3,0,0,0,0
1,133,14,2,20,0,1,0,0,0,0,1,0,0,0,0
1,284,18,11,72,5,2,1,0,1,0,0,0,0,0,0
1,228,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,235,28,1,28,1,0,0,0,0,0,1,0,0,0,0
0,347,36,6,54,1,0,4,0,0,0,0,1,0,1,0
0,246,26,2,30,1,0,0,0,1,0,0,0,0,0,0
1,62,6,2,14,0,0,1,0,0,0,0,0,0,0,0
0,216,8,2,14,1,0,0,0,0,0,0,0,0,0,0
0,335,4,11,54,4,1,3,0,0,0,0,0,0,1,1
1,467,14,12,84,1,2,2,3,3,0,3,0,0,0,0
1,53,16,2,20,0,1,0,0,1,0,0,0,0,0,0
1,162,32,1,32,0,0,0,0,0,0,0,0,0,0,0
1,278,16,10,48,2,0,3,2,1,0,2,0,0,0,0
1,290,12,4,34,2,1,0,0,0,1,0,0,0,0,0
1,321,16,7,38,1,2,1,1,0,0,1,0,0,0,0
1,310,16,1,16,0,0,0,1,0,1,0,0,0,0,0
1,328,10,2,12,0,0,0,0,0,0,0,1,0,0,0
1,170,8,4,22,1,0,1,1,0,0,1,0,0,0,0
1,195,8,6,42,2,0,0,0,0,0,0,0,0,0,0
1,211,4,1,4,0,0,0,0,0,0,1,0,0,0,0
0,364,16,8,58,2,1,2,1,0,0,0,0,0,0,0
1,445,12,12,56,3,1,5,0,0,0,0,0,0,1,0
0,258,8,1,8,0,0,0,0,0,0,0,0,0,0,0
0,264,10,2,18,1,0,0,0,0,0,2,0,0,0,0
1,175,6,2,14,1,0,0,0,0,0,0,0,0,0,0
0,171,32,7,72,2,1,1,0,0,0,0,0,0,0,0
1,456,16,11,78,2,0,2,4,1,2,0,0,0,0,0
1,168,16,2,18,0,1,1,0,0,2,0,0,0,0,0
1,257,10,2,14,0,0,1,0,0,0,0,1,0,0,0
0,161,2,8,18,2,0,2,0,0,0,0,0,0,0,0
0,85,10,1,10,0,0,0,0,0,0,0,1,0,0,0
1,323,4,2,8,0,0,0,0,0,0,3,0,0,0,0
0,223,16,1,16,0,0,1,0,0,0,0,0,0,0,0
1,197,20,12,48,4,2,4,0,0,0,1,0,1,0,1
0,161,14,1,14,0,1,0,0,0,1,0,0,0,0,0
1,70,32,1,32,0,0,0,1,0,0,0,0,0,0,0
1,318,18,2,20,1,0,0,0,0,0,1,0,0,0,0
1,241,18,1,18,0,0,0,0,0,0,0,0,0,0,0
1,307,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1,250,28,2,32,0,0,0,0,0,0,1,0,0,0,0
1,87,6,3,18,0,0,1,0,0,0,0,0,0,0,0
1,155,6,7,30,0,0,2,0,0,0,0,0,0,0,0
0,327,16,2,20,0,1,1,0,0,0,1,1,0,0,1
1,262,32,12,90,1,1,1,4,2,0,0,0,1,0,0
0,73,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1,45,30,1,30,0,0,0,1,0,0,0,0,0,0,0
0,148,8,2,16,0,0,1,0,0,0,0,0,0,0,0
1,76,12,2,18,0,1,0,0,0,1,0,0,0,0,0
1,217,10,1,10,0,0,0,0,0,1,0,0,0,0,0
1,187,12,1,12,0,0,0,0,0,0,1,0,0,0,0
1,306,10,1,10,0,0,0,0,0,0,3,0,0,0,0
1,380,16,11,76,3,3,2,1,1,0,0,0,0,0,0
1,251,12,6,32,1,0,1,0,1,0,0,0,0,0,0
1,191,8,8,26,0,2,3,0,0,0,0,0,0,0,0
1,76,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,381,2,9,44,0,0,3,0,1,0,1,0,0,0,0
1,191,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1,187,14,2,18,0,1,1,0,0,0,1,0,0,0,0
0,212,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,318,20,2,24,1,0,0,1,0,1,1,0,0,0,0
1,235,16,10,46,3,1,3,0,1,1,1,0,0,1,0
1,245,18,2,22,0,0,2,0,0,1,0,0,0,0,0
1,154,14,1,14,0,0,0,1,0,1,0,0,0,0,0
1,278,2,12,54,1,3,1,2,2,1,2,0,1,1,0
0,279,32,2,36,0,0,0,0,1,1,0,0,0,1,0
1,143,20,2,28,0,0,0,0,1,1,0,0,0,0,0
0,248,16,2,22,0,0,1,0,0,1,0,1,0,0,0
1,232,8,7,48,2,1,1,0,0,0,0,0,0,0,0
1,79,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1,230,12,1,12,0,0,0,0,0,2,0,0,0,0,0
1,181,12,1,12,0,0,0,0,0,2,0,0,0,0,0
0,244,34,1,34,0,0,0,0,0,0,0,1,0,0,0
1,107,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,305,10,1,10,0,0,0,0,0,0,2,0,0,0,0
1,177,32,1,32,0,0,0,1,0,0,0,0,0,0,0
0,289,6,12,38,4,1,0,0,1,0,0,0,1,1,1
0,219,22,2,26,1,0,0,0,0,0,1,0,0,0,0
1,67,12,2,18,0,0,0,0,1,0,0,0,0,0,0
0,350,6,11,36,2,2,3,2,0,0,2,0,0,1,0
1,294,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,306,14,2,20,1,0,1,0,0,1,3,0,0,0,0
1,150,18,7,32,2,1,1,0,0,0,0,0,0,0,0
1,261,16,1,16,0,0,0,0,1,0,0,0,0,0,0
1,93,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,187,12,1,12,0,0,0,0,0,1,1,0,0,0,0
0,163,24,1,24,0,0,0,0,0,1,0,0,0,0,0
0,74,14,1,14,0,0,1,0,0,1,0,2,0,0,0
0,279,2,2,4,0,0,0,0,0,1,0,1,0,0,0
1,82,14,2,16,0,0,1,0,0,1,0,2,0,0,0
1,147,16,4,32,0,2,1,0,0,0,0,0,0,0,0
1,315,20,2,26,0,0,0,0,2,0,1,0,0,0,0
1,284,14,1,14,0,0,1,0,0,0,0,2,0,0,0
1,267,10,6,28,0,1,2,0,0,0,0,0,1,1,0
0,81,10,2,16,0,1,0,0,0,1,0,0,0,0,0
1,285,16,3,26,2,0,1,0,0,0,2,0,0,0,0
0,64,2,1,2,0,0,0,0,0,0,0,0,0,0,0
0,304,10,11,48,3,1,2,0,1,2,0,1,0,0,0
1,266,32,2,36,0,0,1,1,0,1,1,1,0,0,0
1,32,12,2,20,1,0,0,0,0,0,0,0,0,0,0
0,317,6,2,12,0,0,0,0,0,0,1,0,0,0,0
0,223,12,2,18,0,0,1,0,0,0,0,0,0,0,0
0,92,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,424,12,11,52,1,2,2,0,1,0,2,0,0,0,0
1,420,8,12,48,1,1,4,1,1,1,6,0,0,0,0
0,127,32,2,38,0,1,0,0,0,1,0,1,0,1,0
1,25,2,1,2,0,0,0,0,0,1,0,0,0,0,0
1,198,8,2,14,0,0,0,1,0,1,0,0,0,0,0
1,84,12,2,14,0,0,1,0,0,0,0,0,0,0,0
1,179,12,4,32,1,0,1,0,0,0,0,0,0,0,0
1,381,8,8,26,2,0,1,1,1,0,1,0,0,0,0
1,234,14,3,22,1,0,0,1,1,0,0,0,0,0,0
0,235,12,1,12,0,0,0,0,0,0,1,0,0,0,0
0,121,32,8,48,1,2,2,1,0,0,0,1,0,0,0
0,359,12,11,70,3,1,1,1,1,0,0,0,0,0,0
1,153,30,2,34,1,0,0,0,1,0,1,0,0,0,0
0,179,10,1,10,0,0,0,0,0,2,0,0,0,0,1
1,232,16,1,16,0,1,0,0,0,0,0,0,0,0,1
1,392,16,10,54,2,1,4,0,2,0,0,1,0,1,0
1,143,16,1,16,0,0,0,1,0,0,0,1,0,0,0
1,105,12,2,20,0,0,0,1,0,0,0,0,0,0,0
1,254,12,2,18,1,0,0,0,0,2,1,0,0,0,0
1,260,10,1,10,0,0,0,0,0,0,2,0,0,0,0
0,208,16,2,20,1,0,1,0,0,0,0,1,0,0,0
1,89,34,1,34,0,0,0,0,0,0,0,0,0,0,0
1,79,12,2,16,1,0,0,0,0,1,0,0,0,0,0
0,98,10,3,18,2,0,0,0,0,0,0,1,0,0,0
1,83,16,1,16,0,1,0,0,0,0,0,1,0,0,0
1,419,14,12,78,3,3,2,3,0,0,2,0,0,0,0
1,122,2,2,8,0,0,0,0,0,0,0,0,0,0,0
0,146,16,2,20,0,0,0,1,1,2,0,1,0,1,0
0,130,10,3,24,0,0,1,0,0,2,0,1,0,0,0
1,96,22,1,22,0,0,0,0,0,0,0,0,0,0,0
1,342,22,9,70,2,2,4,0,0,0,3,0,1,0,0
1,178,4,2,8,0,0,0,0,0,0,3,0,0,0,0
1,22,6,1,6,0,0,0,0,0,0,0,0,0,0,0
0,304,12,8,30,0,1,2,1,0,0,0,0,0,0,0
1,250,8,7,24,1,0,1,3,0,0,0,0,0,0,0
0,143,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,216,26,2,34,0,0,0,1,0,0,0,0,0,0,0
1,309,12,5,34,0,1,3,0,0,0,0,0,1,0,0
1,47,10,1,10,0,0,0,0,0,2,0,0,0,0,0
1,32,12,1,12,0,0,0,0,0,2,0,0,0,0,0
1,73,34,1,34,0,0,0,0,0,2,0,0,0,0,0
1,300,16,1,16,0,0,0,0,0,1,0,1,0,0,0
1,138,8,7,48,0,1,2,0,0,0,0,0,0,0,0
0,176,12,2,18,0,0,1,0,0,3,1,0,0,0,0
1,245,2,1,2,0,0,0,0,0,0,0,0,0,0,0
1,179,6,1,6,0,0,0,0,0,0,0,1,0,0,0
0,261,34,2,36,0,0,0,1,0,1,2,0,0,0,1
0,223,4,1,4,0,0,0,0,0,1,0,0,0,0,0
1,112,22,2,28,0,0,0,0,0,0,0,0,0,0,0
1,151,34,2,40,1,0,0,0,0,0,0,0,0,0,0
0,354,24,4,32,1,1,0,1,0,0,1,0,0,0,0
1,83,14,1,14,0,1,0,0,0,2,0,0,0,0,0
1,267,12,6,42,1,0,1,1,1,2,0,0,0,0,0
0,161,22,2,28,2,0,0,0,0,0,0,0,0,0,0
0,161,4,1,4,0,0,0,0,0,0,0,0,0,0,0
1,148,10,1,10,0,0,0,0,0,1,0,0,0,0,0
1,127,4,1,4,0,0,0,0,0,1,0,0,0,0,0
1,345,16,12,72,1,1,4,2,0,1,0,1,0,0,0
0,284,14,2,22,1,0,1,0,0,1,0,0,0,0,0
1,410,22,10,44,2,1,3,0,2,1,1,0,0,1,0
1,211,14,7,38,2,0,1,1,0,0,0,0,0,0,0
0,228,14,2,20,1,0,0,0,1,3,0,0,0,0,0
1,340,10,8,58,2,0,1,2,2,1,0,0,0,0,0
1,372,16,12,86,0,0,2,2,2,0,1,1,0,0,0
0,214,14,1,14,0,0,0,1,0,3,0,0,0,0,0
0,72,2,2,4,0,0,0,0,0,3,0,0,0,0,0
1,184,12,2,18,1,0,0,0,0,0,0,0,0,0,0
1,328,10,3,16,0,0,1,0,1,0,0,0,0,0,0
0,273,18,2,20,0,1,0,0,1,3,1,0,0,0,0
0,195,22,12,86,3,1,3,2,1,0,0,0,0,0,0
1,83,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,153,12,9,48,1,1,1,1,0,0,1,0,0,0,0
0,171,6,6,34,0,0,1,1,0,0,0,0,0,0,0
1,104,34,3,50,0,1,2,0,0,0,0,0,0,0,0
0,170,34,1,34,1,0,0,0,0,0,1,0,0,0,0
1,418,34,11,64,1,1,2,0,2,0,0,0,0,0,0
1,208,8,1,8,0,0,0,0,0,1,0,0,0,0,0
1,270,2,2,10,0,0,0,0,0,0,0,0,0,0,0
1,202,8,1,8,0,0,0,0,0,0,1,0,0,0,1
1,225,8,2,14,1,0,0,0,0,0,0,0,0,0,0
0,234,36,6,60,1,0,0,1,0,0,0,0,0,0,0
1,177,14,11,36,1,0,3,0,1,0,0,0,0,0,0
1,258,16,2,22,0,0,1,0,0,0,1,0,0,0,0
1,238,16,6,48,3,1,1,0,0,0,0,0,0,0,0
0,325,6,4,28,0,1,1,0,1,0,0,0,0,0,0
1,152,4,2,8,0,0,0,0,0,0,0,0,0,0,0
1,198,14,1,14,1,0,0,0,0,0,0,0,0,0,0
1,56,4,2,8,0,0,0,0,0,0,0,0,0,0,0
0,225,2,8,30,2,0,1,0,0,0,0,0,0,0,0
0,146,26,2,32,0,0,1,1,0,0,0,1,0,0,0
1,192,12,11,48,1,2,1,0,0,0,0,0,0,0,0
1,192,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,160,26,10,48,1,0,4,0,2,0,1,1,0,0,0
0,222,14,2,22,1,0,1,0,0,0,1,0,0,0,0
1,214,8,1,8,0,0,0,0,0,0,0,0,0,0,0
1,397,22,10,72,5,1,2,0,0,0,0,1,0,0,0
1,119,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,134,10,4,22,1,0,0,0,0,0,0,0,0,0,1
0,362,18,11,66,2,0,4,2,1,0,0,0,0,0,0
1,190,2,1,2,0,0,0,0,0,0,1,0,0,0,0
1,181,10,1,10,0,0,0,0,0,0,0,0,0,0,1
1,149,4,2,12,0,0,0,0,0,0,1,0,0,0,1
1,191,24,8,50,2,1,1,0,2,0,0,0,0,0,0
0,372,8,5,32,0,1,1,1,0,1,1,0,0,0,0
0,260,8,8,28,1,0,0,2,3,1,2,0,0,0,0
1,153,16,2,20,0,0,0,0,1,1,1,0,0,0,0
0,149,14,1,14,0,1,0,0,0,1,1,0,0,0,0
1,25,12,1,12,0,0,0,0,0,0,0,0,0,0,0
0,234,16,1,16,0,0,0,0,0,1,0,0,0,0,0
0,37,12,2,18,0,1,0,0,0,1,0,0,0,0,0
1,31,14,2,22,0,0,0,2,0,0,0,0,0,0,0
0,63,24,3,38,2,0,0,0,1,0,0,0,0,0,0
1,249,10,7,50,2,1,1,1,1,0,1,0,0,0,0
1,80,16,2,22,0,0,0,1,0,2,0,0,0,0,0
1,34,14,1,14,1,0,0,0,0,2,0,0,0,0,0
0,114,30,2,32,1,1,0,0,0,0,0,0,0,0,0
1,217,14,1,14,1,0,0,0,0,1,0,0,0,0,0
0,368,36,5,62,1,2,1,0,1,0,2,0,0,0,0
1,201,16,2,20,1,0,0,0,0,0,0,0,0,0,0
1,103,30,1,30,1,0,0,0,0,0,0,0,0,0,0
1,383,14,12,58,1,1,4,1,3,1,1,0,0,0,0
0,84,20,2,28,2,0,0,0,0,0,0,0,0,0,0
1,56,10,2,14,0,1,0,0,0,1,0,0,0,0,0
1,176,20,2,28,1,1,0,0,0,1,0,0,0,0,0
1,330,12,7,48,1,0,1,2,1,1,0,0,0,0,0
1,268,16,11,60,7,1,1,0,0,1,0,0,1,0,0
1,270,16,1,16,0,1,0,0,0,0,0,0,0,0,0
0,340,30,10,56,2,1,0,2,3,0,0,0,0,0,0
1,420,16,12,40,4,2,1,1,0,0,6,0,0,0,0
1,308,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,83,14,1,14,0,0,0,0,1,2,0,0,0,0,0
0,91,14,2,20,0,1,1,0,0,1,0,0,0,0,0
1,180,12,4,24,1,0,1,0,1,0,0,0,0,0,0
0,124,10,1,10,0,0,0,0,0,1,0,0,0,0,0
1,208,4,4,22,1,0,0,0,0,0,1,0,0,0,0
1,90,12,2,14,0,0,1,0,0,0,0,0,0,0,0
1,369,22,7,52,2,1,3,0,0,0,1,0,0,0,0
1,60,14,2,18,1,0,0,0,1,0,0,0,0,0,0
1,405,10,8,38,2,0,1,1,1,0,1,0,1,0,0
0,421,14,9,66,2,0,1,0,0,1,2,0,0,0,0
0,37,10,2,12,0,0,0,0,0,1,0,0,0,0,0
1,168,6,2,8,0,0,0,0,0,1,0,1,0,0,0
1,169,22,10,62,1,0,4,2,0,0,0,0,0,0,0
0,159,32,1,32,0,0,0,0,1,0,0,0,0,0,0
1,108,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,190,14,2,22,0,0,0,0,0,0,1,0,0,0,0
0,160,10,9,38,2,0,0,0,1,0,1,0,0,0,0
1,153,12,4,20,1,1,1,0,0,0,1,0,0,0,0
1,311,6,1,6,0,0,0,0,0,0,0,0,0,0,1
1,222,14,2,18,1,0,0,1,0,0,1,0,0,0,0
1,110,14,1,14,0,0,0,1,0,0,0,0,0,0,0
1,152,36,2,44,1,0,1,0,0,0,0,0,0,0,0
1,157,14,6,42,3,1,0,1,1,0,0,0,0,0,1
1,213,12,1,12,0,0,0,0,0,0,0,0,0,0,0
1,33,10,2,16,1,0,0,0,0,0,0,0,0,0,0
0,121,4,2,12,0,0,0,0,0,0,0,0,0,0,0
1,222,6,6,36,0,0,2,0,0,0,1,0,0,0,0
1,299,10,2,14,0,1,0,0,0,0,0,0,0,0,0
1,349,14,7,56,2,2,2,0,0,0,1,0,0,0,0
1,267,10,2,18,0,0,1,0,0,0,0,0,0,0,0
1,90,16,2,20,0,0,0,0,0,0,0,0,0,0,0
1,20,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,166,24,2,28,0,0,0,1,1,0,1,0,0,0,0
1,123,18,2,26,1,0,1,0,0,0,0,0,0,0,0
1,63,12,2,16,0,0,0,0,0,0,0,0,0,0,0
1,316,16,2,20,0,0,1,0,0,0,1,0,0,0,0
0,224,10,1,10,0,0,0,0,0,0,0,0,0,0,0
1,89,24,2,30,0,1,1,0,0,0,0,0,0,0,0
0,123,12,8,54,1,0,2,0,2,0,0,0,0,0,0
1,86,6,3,14,0,0,0,0,0,1,0,0,0,0,0
1,106,14,2,18,0,1,0,0,0,0,1,0,0,0,0
0,403,10,11,34,1,3,4,0,0,0,0,0,0,0,0
0,240,14,2,20,0,0,1,0,0,0,0,0,0,0,1
1,164,14,2,20,0,0,0,1,0,1,0,0,0,0,1
0,58,36,1,36,0,0,0,0,1,0,0,0,0,0,1
1,204,6,4,20,0,0,0,0,1,0,1,0,0,0,0
1,254,32,10,88,2,1,4,0,1,0,0,1,0,1,0
1,210,2,2,8,0,0,0,0,0,0,1,0,0,0,0
1,284,14,2,22,0,0,0,1,0,0,0,1,0,0,0
0,71,10,1,10,0,0,0,0,0,0,0,0,0,0,0
0,31,24,2,30,0,0,0,0,1,0,0,0,0,0,0
1,181,2,2,4,0,0,0,0,0,2,0,0,0,0,0
1,445,16,12,68,4,2,1,1,1,0,0,0,0,0,0
1,215,20,9,52,0,1,3,1,0,0,0,1,2,0,0
0,252,10,5,30,1,0,1,1,0,0,0,0,0,0,0
1,250,2,2,6,0,0,0,0,0,0,0,0,0,0,0
1,308,12,2,16,0,1,0,0,0,0,0,1,0,0,0
1,198,8,11,62,4,1,3,0,0,0,0,0,0,0,0
0,199,6,1,6,0,0,0,0,0,0,0,0,0,0,1
0,71,16,2,20,1,0,0,0,0,0,0,0,0,0,1
1,243,14,1,14,0,0,0,0,0,0,0,0,0,0,1
1,189,10,11,62,1,1,4,3,0,0,0,0,0,0,1
0,158,16,2,20,0,0,0,0,1,0,0,0,0,0,0
1,278,12,2,16,1,0,0,0,0,0,2,1,0,0,1
0,44,12,1,12,0,0,0,0,0,0,0,1,0,0,0
1,193,4,1,4,0,0,0,0,0,0,1,0,0,0,0
1,52,12,2,20,0,0,0,0,0,0,0,1,0,0,0
0,279,16,11,42,0,2,3,0,1,2,0,0,0,0,0
0,307,10,6,34,1,0,0,0,1,2,0,0,0,0,0
1,247,24,1,24,1,0,0,0,0,0,0,0,0,0,0
1,60,14,2,18,0,0,0,0,0,0,0,0,0,0,0
0,333,10,9,42,2,0,0,1,3,2,1,0,0,0,1
0,246,30,2,34,0,1,1,0,0,0,0,0,0,0,0
1,315,2,5,16,0,0,1,0,0,2,1,0,0,0,0
1,202,4,1,4,0,0,0,0,0,4,2,0,0,0,0
0,168,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1,309,36,1,36,0,1,0,0,0,0,0,0,0,0,0
1,79,2,3,16,1,0,0,1,0,0,0,0,0,0,1
1,249,24,2,28,1,0,0,1,0,0,1,0,0,0,1
1,206,14,1,14,0,0,0,1,0,0,1,0,0,0,0
0,405,2,11,42,0,1,3,1,2,2,1,0,0,0,0
1,69,10,2,16,1,0,0,0,0,0,0,0,0,0,1
1,318,10,2,14,0,0,1,0,0,1,1,0,0,0,0
0,322,16,4,28,0,2,0,1,0,0,0,0,0,0,0
1,282,16,10,66,2,1,3,2,0,0,0,0,1,0,0
1,51,8,1,8,0,0,0,0,0,0,0,0,0,0,1
0,323,14,2,20,1,0,0,0,0,0,0,0,0,0,1
